Id,objectid,name,x,y,the_geom,id
78,78,,83.72187966,28.7697,0101000020E6100000BC22BA4633EE54405073B1EA0AC53C40,78
79,79,,83.17738263,28.2777,0101000020E6100000C882AE3C5ACB544030275F0B19473C40,79
80,80,,83.15732096,28.3391,0101000020E610000034D2EC8B11CA5440A0370FF5CF563C40,80
81,81,,83.94012325,27.6422,0101000020E61000009455B5FA2AFC54404062B1F567A43B40,81
82,82,,83.53173719,27.7956,0101000020E610000004E06EFB07E254408000E7AFACCB3B40,82
83,83,,83.5034933,27.7864,0101000020E61000002865F63B39E05440106CD5E253C93B40,83
84,84,,86.29331769,26.8167,0101000020E610000064B893B7C592554030BC316912D13A40,84
85,85,,82.87366795,28.9729,0101000020E6100000606FFA2CEAB7544000F33D7D12F93C40,85
86,86,,83.85811337,28.8123,0101000020E6100000984A5C54EBF65440703B4095F1CF3C40,86
87,87,,84.95872203,28.0092,0101000020E61000009C72A4B35B3D554010B4DD7358023C40,87
88,88,,84.82846018,28.1223,0101000020E6100000C4A2D97D0535554040CE77244D1F3C40,88
89,89,,83.17738709,28.2777,0101000020E6100000A038604F5ACB5440D08910E118473C40,89
90,90,,82.75766801,27.8383,0101000020E61000002C67F5A17DB0544030C9EB3F9AD63B40,90
91,91,,86.71477568,27.8026,0101000020E6100000248479E2BEAD5540303BEB2674CD3B40,91
92,92,,82.36167147,28.7953,0101000020E6100000A8AC1CA025975440F0E1CD4E98CB3C40,92
93,93,,82.36348036,28.7978,0101000020E6100000DCDE1D4343975440908657C93BCC3C40,93
94,94,,82.46638789,28.87,0101000020E6100000C85C944CD99D5440C008C054BADE3C40,94
95,95,,82.79127661,28.0356,0101000020E61000009809A546A4B25440D0B3A4491D093C40,95
96,96,,83.99689175,28.235,0101000020E6100000A8080E13CDFF5440401DBFEE283C3C40,96
97,97,,84.02870436,28.1945,0101000020E610000000B6D44AD601554050D166BFC9313C40,97
98,98,,83.99896377,28.2125,0101000020E6100000BC8ABD05EFFF544060C63B1C69363C40,98
99,99,,83.95628024,28.2075,0101000020E6100000FC0B04B233FD5440D00E5C101F353C40,99
100,100,,83.99989612,28.1757,0101000020E610000060634B4CFEFF544040648676FB2C3C40,100
101,101,,85.37873797,27.7422,0101000020E6100000C819303E3D58554030D0D2DD03BE3B40,101
102,102,,83.93228402,28.1822,0101000020E6100000F409978AAAFB5440309EDFABA12E3C40,102
103,103,,83.76870981,28.7493,0101000020E61000009C2BA28A32F15440F03F3808CFBF3C40,103
104,104,,83.76847273,28.7494,0101000020E6100000F0673BA82EF1544050BE598FDBBF3C40,104
105,105,,87.66478162,27.3529,0101000020E6100000201F34C88BEA5540C0013FD8545A3B40,105
106,106,,87.76839784,27.1441,0101000020E6100000F8BA216E2DF1554060E9448AE5243B40,106
107,107,,87.75985656,27.1341,0101000020E610000098AB647DA1F0554030EC54B552223B40,107
108,108,,83.97066906,28.2039,0101000020E610000084BA1D711FFE544060FCA7A132343C40,108
109,109,,83.99310775,28.2248,0101000020E61000001CF0CE138FFF544020D82BAA8F393C40,109
110,110,,83.9485446,28.2458,0101000020E610000048AF68F4B4FC5440309FA751ED3E3C40,110
111,111,,87.69187111,26.9239,0101000020E610000058B1C39D47EC554040E9CEF485EC3A40,111
112,112,,81.81128824,29.9685,0101000020E610000098C88525EC73544080135E92EDF73D40,112
113,113,,87.77498027,26.6616,0101000020E61000006896D54699F1554090B7EADB5BA93A40,113
114,114,,84.5992521,27.6689,0101000020E610000028777A255A26554020073F8A3AAB3B40,114
115,115,,85.01526483,27.4611,0101000020E6100000D8585819FA405540101BCC910A763B40,115
116,116,,85.01994709,27.4538,0101000020E61000000CC928D04641554080F92E432B743B40,116
117,117,,87.53636826,26.6784,0101000020E6100000284789DB53E25540703A2778ABAD3A40,117
118,118,,86.54704236,27.5846,0101000020E61000006C5FF1BD02A35540F0475B13A9953B40,118
119,119,,86.46257665,27.8706,0101000020E61000002CE81ADB9A9D5540B007C08CDCDE3B40,119
120,120,Namche Bazar Helipad,86.70643245,27.8036,0101000020E61000000426773036AD5540007C6D88B9CD3B40,120
121,121,,87.20588495,27.383,0101000020E6100000407511382DCD5540D05119BD09623B40,121
122,122,,81.25367361,29.1314,0101000020E61000008C7638303C505440C01930BEA1213D40,122
123,123,,82.88254136,28.094,0101000020E610000094C9C68E7BB8544010CC25D30D183C40,123
124,124,,84.15598726,28.6101,0101000020E6100000ACF000B2FB09554000BE0E852E9C3C40,124
125,125,,87.65328455,27.2192,0101000020E61000000C99FC69CFE9554020E5DF461C383B40,125
126,126,,81.66895222,28.0948,0101000020E6100000C0CCF61CD06A5440A0DAD67444183C40,126
127,127,,83.91181227,28.2116,0101000020E61000001822D8215BFA5440C0CC851D2B363C40,127
128,128,,83.2789941,27.4892,0101000020E610000018990E0ADBD154406023C87A3E7D3B40,128
129,129,,83.27681021,27.4909,0101000020E610000054F63042B7D15440B04B7002AB7D3B40,129
130,130,,83.27741811,27.4907,0101000020E61000007037E237C1D1544090B827F69D7D3B40,130
131,131,,82.08044073,29.5394,0101000020E61000004847DBF025855440B0104956138A3D40,131
132,132,,85.53582837,27.9865,0101000020E6100000C43A13034B625540300470A28BFC3B40,132
133,133,,85.29841407,27.6841,0101000020E610000048614F371953554070D8744D24AF3B40,133
134,134,,83.81889959,28.2122,0101000020E6100000C446D6D968F4544030787FF954363C40,134
135,135,,83.81618747,28.2108,0101000020E61000004CE3636A3CF45440C0D95DD8F5353C40,135
136,136,,82.48019888,28.0301,0101000020E610000090051994BB9E5440A0F90854B2073C40,136
137,137,,82.07286404,29.5351,0101000020E6100000381CEACDA9845440F09DFE4DFE883D40,137
138,138,,86.78006052,27.2332,0101000020E6100000E027F482ECB15540E0A7BE25B03B3B40,138
139,139,,82.44755641,28.6367,0101000020E6100000ACBAA2C3A49C5440F0BC3E98FEA23C40,139
140,140,,81.66769873,29.5058,0101000020E610000074BE7293BB6A5440607BCBEF7A813D40,140
141,141,,82.29363554,28.1284,0101000020E6100000D494BBECCA92544020515AE4DE203C40,141
142,142,,86.7259733,27.6883,0101000020E61000007C06B75876AE554080522F8131B03B40,142
143,143,,84.4319079,27.9938,0101000020E610000040450861A41B5540800686026CFE3B40,143
144,144,,83.9638391,28.0125,0101000020E61000004845318AAFFD544010CDA0A135033C40,144
145,145,,83.9765064,28.1975,0101000020E6100000CC07B3147FFE5440809F4D498C323C40,145
146,146,,83.4517149,27.5046,0101000020E6100000B8769CE5E8DC544080D494862B813B40,146
147,147,,85.5680726,28.2115,0101000020E6100000483A2D4D5B64554010AEF1E725363C40,147
148,148,,80.1487824,28.9517,0101000020E6100000D4539DA685095440107339A7A3F33C40,148
149,149,,80.1903877,28.9594,0101000020E6100000ECDEE34F2F0C544050E1C3419DF53C40,149
150,150,,81.6386317,28.6078,0101000020E610000094BC7E57DF68544040D77A8B989B3C40,150
151,151,,82.1924267,28.6304,0101000020E6100000988E13B8508C5440203185D95FA13C40,151
152,152,,82.0276783,28.5061,0101000020E6100000A4E9337BC581544090E0A82A8F813C40,152
153,153,,82.0283603,28.5069,0101000020E61000001CCFB7A7D081544020E88075C1813C40,153
154,154,,82.4816687,28.8736,0101000020E6100000BCE0F4A8D39E5440600D0F2CA2DF3C40,154
155,155,,86.5842756,27.5172,0101000020E6100000A09C7CC564A5554000E4090264843B40,155
156,156,,80.6208133,29.2743,0101000020E6100000E8C6B467BB275440E0C64CA83B463D40,156
157,157,,85.5224736,27.7131,0101000020E6100000808D1C3570615540E0BA25C68DB63B40,157
158,158,,85.521004,27.7112,0101000020E6100000706A29215861554060DA8BB212B63B40,158
159,159,,85.150606,27.9025,0101000020E6100000201C5987A3495540D0324C2A09E73B40,159
160,160,,85.3686602,27.9672,0101000020E61000005C7CF3209857554060CE5B6F9BF73B40,160
161,161,,84.4276197,28.1858,0101000020E6100000EC12051F5E1B5540001343E0922F3C40,161
162,162,,85.1102367,28.5868,0101000020E610000098DC3A1E0E4755400077F1A43B963C40,162
163,163,,84.25821,27.979,0101000020E610000038423C838610554090ED121F9FFA3B40,163
164,164,,84.3308212,27.5492,0101000020E61000005488AE2C2C155540B0629EEE978C3B40,164
165,165,,84.3758457,28.2921,0101000020E6100000480D1FDB0D18554070FBDB1AC74A3C40,165
166,166,,84.6282487,27.9722,0101000020E61000000C4C093A35285540601F4931E5F83B40,166
167,167,,84.9804459,27.4505,0101000020E610000074BD28A0BF3E5540E0D5B65153733B40,167
168,168,,83.6734553,28.2079,0101000020E6100000D48C42E419EB5440204CA7913B353C40,168
169,169,Helipad in Samari,85.0473257,27.9494,0101000020E610000098085F6207435540A05B0DCC0AF33B40,169
170,170,Kurintar Heliport,84.5897437,27.8785,0101000020E6100000B8ED5B5CBE25554080C6DFB9E6E03B40,170
171,171,,86.7480294,27.3568,0101000020E610000094D4B4B6DFAF5540C06BA49B585B3B40,171
172,172,helipad,85.2905586,27.7096,0101000020E61000005C5B1983985255405033B63FABB53B40,172
173,173,,85.3056071,27.5544,0101000020E610000064DC14118F53554060CF3632EA8D3B40,173
174,174,,83.8108936,28.3754,0101000020E61000009C6945AEE5F35440E04BAB1919603C40,174
175,175,Rimche,85.4216838,28.1589,0101000020E6100000D8340CDEFC5A55406084E50FAB283C40,175
176,176,Gaswara,85.86871,27.6039,0101000020E610000034ADD3F19877554070E56D39979A3B40,176
177,177,Rakathum,85.86847,27.4198,0101000020E6100000F04E320395775540D075D052796B3B40,177
178,178,,85.9627149,26.8582,0101000020E6100000B402F51E9D7D554020DECFA1B1DB3A40,178
179,179,,86.5027804,27.3145,0101000020E6100000D470D78D2DA0554070B395BB85503B40,179
180,180,,85.7276424,27.7712,0101000020E6100000C0176EB1916E55405050AD286FC53B40,180
181,181,Sindhuli,85.9177,27.2078,0101000020E6100000B4BAC798BB7A5540D0E6B6B931353B40,181
182,182,Bigu,86.07116,27.8446,0101000020E61000000420ACE28D845540A0AEF2AB39D83B40,182
183,183,Orang,86.19669,27.8062,0101000020E6100000D831A791968C55402022748060CE3B40,183
184,184,Kopachagu,86.08334,27.75,0101000020E6100000DC154C71558555401082C5A700C03B40,184
185,185,,80.9332438,29.2423,0101000020E6100000BC6F3444BA3B54408083899B093E3D40,185
186,186,,86.6611753,27.8251,0101000020E61000001C9B34B250AA554010EFE62B37D33B40,186
187,187,,81.1999129,29.545,0101000020E610000018467A5FCB4C5440404E1F53888B3D40,187
188,188,,86.1696712,28.0476,0101000020E610000054BB97E4DB8A5540D038FB732C0C3C40,188
189,189,,86.3523569,26.9537,0101000020E610000038C6F4038D9655405069F8E527F43A40,189
190,190,,83.7885084,28.3202,0101000020E6100000907CEFEB76F2544070879FABF7513C40,190
191,191,,86.2517651,26.9923,0101000020E6100000F4745DEB1C9055408060505205FE3A40,191
192,192,Panchkal,85.625,27.6548,0101000020E6100000D0D6FFFFFF67554030BF5BF0A2A73B40,192
193,193,,86.613637,27.0207,0101000020E610000000991FD445A7554030E0FE954B053B40,193
194,194,,86.6144022,27.0215,0101000020E61000004CAF9A5D52A75540F007A7C17E053B40,194
195,195,Polthali HLZ,86.2970038,27.4452,0101000020E6100000E0093A1C02935540E01957AAFA713B40,195
196,196,,86.0455878,27.0401,0101000020E61000005C9017E9EA82554020795497420A3B40,196
197,197,,83.084852,28.4175,0101000020E610000010F314376EC5544010BD22BCE26A3C40,197
198,198,,82.6699509,28.2699,0101000020E6100000B80CBD79E0AA5440008538EC19453C40,198
199,199,,82.8581512,28.2463,0101000020E61000008C5802F3EBB6544030FEBC5B0F3F3C40,199
200,200,Helicopter Landing Site,81.6042736,29.1529,0101000020E6100000F02F2D6BAC665440F001B26F27273D40,200
201,201,,83.8730382,28.1066,0101000020E610000050069DDBDFF75440F02B3524491B3C40,201
202,202,Army helipad,82.8912799,28.9552,0101000020E6100000D476D9BA0AB95440E026374888F43C40,202
203,203,,80.3562061,29.1315,0101000020E61000007C23AB14CC165440C0E68427AA213D40,203
204,204,,83.8693712,28.8162,0101000020E6100000C0B819C7A3F75440E0218DFFF1D03C40,204
205,205,,83.0443598,27.6647,0101000020E6100000DC4F7CCAD6C25440E079899D29AA3B40,205
206,206,,81.0483443,29.3416,0101000020E61000002458B11218435440E0D3B91D75573D40,206
207,207,,81.1373109,29.3859,0101000020E6100000FC84A8B3C9485440406E8AABCA623D40,207
208,208,,81.1464593,29.387,0101000020E6100000348ED3965F495440A07E4FD614633D40,208
209,209,,88.0506054,26.6509,0101000020E6100000F4326E1E3D035640B0116471A4A63A40,209
210,210,,87.0301218,26.6186,0101000020E6100000443DFC83EDC1554030B11E915B9E3A40,210
211,211,,87.029861,26.6183,0101000020E610000030971C3EE9C15540D01CBC1E4C9E3A40,211
212,212,,87.2771126,26.6709,0101000020E610000004DD7C36BCD1554010673747C2AB3A40,212
213,213,,84.5992166,27.6689,0101000020E6100000E0CD949059265540904AB2FE3BAB3B40,213
214,214,,83.769374,27.9832,0101000020E6100000CC89726C3DF1544050572D9CB5FB3B40,214
215,215,,87.507564,26.7393,0101000020E610000064B4B6ED7BE05540B08135A440BD3A40,215
216,216,Helicopter Landing Site,84.7134384,27.8963,0101000020E6100000081A89F9A82D554010A81B1F77E53B40,216
217,217,Helicopter Landing Site,84.7159141,27.8953,0101000020E61000009C4C5F89D12D5540F068111835E53B40,217
218,218,Helicopter Landing Site,84.7162132,27.8972,0101000020E6100000809CE36FD62D5540C0DBA5CBACE53B40,218
219,219,,85.4100256,28.0829,0101000020E6100000CCD803DC3D5A554040F99D3237153C40,219
220,220,,87.6532897,27.2192,0101000020E61000009CB6997FCFE9554030FF2E911C383B40,220
221,221,,81.8041268,29.5522,0101000020E61000003C4B41D076735440107E03345B8D3D40,221
222,222,,82.2934944,28.1143,0101000020E6100000A839BC9CC8925440C0CBDF71401D3C40,222
223,223,,81.8632229,29.6593,0101000020E6100000A49C430B3F77544090D20001C6A83D40,223
224,224,,81.8682893,29.6525,0101000020E6100000D42E490D92775440F0B493F606A73D40,224
225,225,,85.3030705,27.6627,0101000020E61000007879CF81655355407089A33CA9A93B40,225
226,226,,82.0728627,29.5351,0101000020E6100000A02250C8A9845440D0221993FE883D40,226
227,227,,84.8313121,28.5244,0101000020E610000068A5AA373435554060AC422B41863C40,227
228,228,,80.9102216,30.2223,0101000020E6100000084B1912413A544000FBF260E6383E40,228
229,229,,85.9367638,27.1979,0101000020E6100000901027F0F37B554050AE74A8A6323B40,229
230,230,,85.9612504,27.1026,0101000020E61000002C046620857D5540504DF186451A3B40,230
231,231,,81.619902,30.061,0101000020E6100000947A7079AC675440102BDA7E9E0F3E40,231
232,232,,81.6162407,30.0598,0101000020E61000007466D57C7067544090F7A6E5510F3E40,232
233,233,,81.5235972,30.0791,0101000020E6100000D431D49D82615440303505DB3E143E40,233
234,234,,82.0705043,29.7424,0101000020E6100000E44977248384544050028BC10DBE3D40,234
235,235,,81.3299994,30.1521,0101000020E6100000B09FCDB51E55544000327E92F1263E40,235
236,236,,81.4588413,30.2061,0101000020E61000002C44E6A75D5D544000A5456CC1343E40,236
237,237,,81.8201154,29.967,0101000020E6100000207E4DC57C745440A0A03D1D8FF73D40,237
238,238,,81.9585496,29.8219,0101000020E610000094186CE0587D544000B7773469D23D40,238
239,239,,81.9617354,29.8115,0101000020E61000006091A2128D7D5440D0DAC442BECF3D40,239
240,240,,81.9969475,29.7893,0101000020E6100000EC6EE3FCCD7F544050C204070FCA3D40,240
241,241,,82.0364996,29.7658,0101000020E610000044606B025682544050DB580C0DC43D40,241
242,242,,82.0602764,29.7489,0101000020E6100000849C8B91DB835440403BA94AB6BF3D40,242
243,243,,86.8290444,27.9802,0101000020E6100000F8FE3D100FB55540A0FC08EAEFFA3B40,243
244,244,,86.8280506,27.9808,0101000020E61000004CFDF1C7FEB455402026E29B12FB3B40,244
245,245,,86.8252308,27.8547,0101000020E610000004CDD894D0B45540805D8634CFDA3B40,245
246,246,,83.888798,28.4852,0101000020E610000094EE0111E2F85440F0EFEBAD377C3C40,246
247,247,,83.8569514,28.4576,0101000020E610000014BBAF4AD8F65440B00324EC25753C40,247
248,248,,83.8781798,28.5311,0101000020E6100000D86B0C1934F85440B0E01F32F6873C40,248
249,249,,83.8188151,28.4186,0101000020E61000002876737767F45440402AA62E2A6B3C40,249
250,250,,83.8178529,28.2964,0101000020E6100000D82BB0B357F4544010636CD7DF4B3C40,250
251,251,,86.8288459,27.8899,0101000020E61000004812ACCF0BB55540006F21DDCFE33B40,251
252,252,,86.6930813,27.9547,0101000020E6100000144FAB715BAC554000E3EB7B68F43B40,252
253,253,,81.9453853,29.7812,0101000020E6100000682E5831817C544050EFFE34FFC73D40,253
