FID,name,operator_t,isced_leve,Lat,Log,Remarks
525,New Shrine Academy High School,private,secondary,27.69524653,85.33203799, 
526,Childrens Eternal Academy,private,secondary,27.72112493,85.3088457, 
527,ELIPHSS Pre-School,private,kindergarten,27.72180802,85.30949633, 
528,National Star High School,private,secondary,27.72032038,85.31042775, 
529,Bright Zone International School,private,secondary,27.71659493,85.37242918, 
530,Buddha Academy,community,secondary,27.71796776,85.37015202, 
531,Ekata James English Academy,private,secondary,27.7163787,85.3702358, 
532,Merryland English School,private,lower_secondary,27.71518297,85.37155986, 
533,Peace Nepal Secondary School,private,secondary,27.71529408,85.37093784, 
534,Pearls English Academy,private,secondary,27.7158654,85.36971797, 
535,Timeline International Academy,private,lower_secondary,27.71491484,85.37102544, 
536,Arun Jyoti Vidya Mandir,private,secondary,27.72045948,85.36975677, 
537,Children's Garden Pre-School,private,kindergarten,27.71851349,85.36681041, 
538,Children's Liberty English Boarding School,private,secondary,27.71964388,85.36901965, 
540,Kantipur Academy High School,private,secondary,27.72035477,85.36707686, 
541,Mount Summit Boarding School,private,secondary,27.72022843,85.36666476, 
542,Om Vajra Public School,private,secondary,27.71889739,85.3670129, 
543,Pegasus English School,private,secondary,27.71750845,85.3672525, 
544,Sneha Kids Home,private,kindergarten,27.71934432,85.36650624, 
545,Bipul Sikshya Sadan,private,secondary,27.71516349,85.36649833, 
546,Charles Darwin Academy,private,secondary,27.71448897,85.36771199, 
547,Sirjana Secondary English School,private,secondary,27.7142662,85.3684001, 
548,Deeya Shree School,private,primary,27.67789534,85.35958212, 
549,Siddhartha Vidyapeeth,private,secondary,27.67518696,85.37246529, 
550,Deepshikha High School,private,secondary,27.7229941,85.31068821, 
551,World Angel Academy,private,kindergarten,27.7097883,85.30156787, 
552,Shanti Niketan School,private,secondary,27.66704681,85.41607927, 
553,Little Buddhas Academy,private,secondary,27.71193465,85.29936479, 
554,Bibhuti International School,private,lower_secondary,27.71054598,85.30013034, 
555,AB Secondary School,private,secondary,27.67012211,85.40988646, 
556,New Arunodaya English Higher Secondary School,private,secondary,27.71093254,85.29896546, 
557,Suryabinayak English School,private,secondary,27.67427479,85.40381126, 
558,Bal Vidya Mandir Secondary School,private,secondary,27.67406805,85.40939361, 
559,Oxford Practical School,private,secondary,27.67465339,85.40864702, 
560,Scholar Educational Institute,private,others,27.6734817,85.40923706, 
561,Angel's Home Montessori Based Pre-School,private,primary,27.77251228,85.36013551, 
562,Budhanilakantha Model Community Academy,community,secondary,27.76830708,85.36489052, 
563,Dhurba Tara Boarding High School,private,secondary,27.76798016,85.35535547, 
564,Diamond English Medium Higher Secondary School,private,secondary,27.764835,85.35430714, 
565,Mother's Castle School,private,primary,27.77462184,85.36330913, 
566,A&A Academy,private,primary,27.67513815,85.3406232, 
567,Hebron Public School,private,secondary,27.67329772,85.34363986, 
568,Hebron Public School (Junior),private,kindergarten,27.67332741,85.34269836, 
569,Great Wall International School,private,secondary,27.6829096,85.33803636, 
570,Shubham Pathshala,private,lower_secondary,27.68525449,85.33554444, 
571,Maha Manjushree Higher Secondary School,community,lower_secondary,27.71507766,85.28286339, 
572,Divyatara Boarding School,private,secondary,27.71237037,85.28803833, 
573,Kathmandu Vidya Mandir,private,secondary,27.72277871,85.35255903, 
574,Tara Sadan English School,private,secondary,27.72190716,85.35237939, 
575,Arunima Sishu Sadan,private,lower_secondary,27.7254,85.35735166, 
576,Progressive English Secondary School,private,secondary,27.72337026,85.35543829, 
577,Nilkantha Boarding School,private,secondary,27.72568222,85.36073393, 
578,Boudha Secondary School,private,secondary,27.72594888,85.36315039, 
579,Three Star English School,private,lower_secondary,27.72634058,85.3630038, 
580,Boudha Children Heaven High School,private,secondary,27.7300215,85.36280836, 
581,Shree Nawa Jagriti Secondary School,government,secondary,27.72827343,85.36336201, 
582,Pushpanjali Secondary School,private,secondary,27.61251332,85.35443843, 
583,Everest Higher Secondary School,private,secondary,27.720167,85.31308456, 
584,Riverdale International Montessori,private,kindergarten,27.69760715,85.3364131, 
585,Valley View English School,private,secondary,27.69679549,85.33955366, 
586,Bhairabhi Lower Secondary School,government,lower_secondary,27.63888299,85.41507308, 
587,Himal Secondary School,private,secondary,27.6505772,85.4106748, 
588,Bal Chetan Primary School,government,primary,27.64646516,85.40678822, 
589,Jana Bikash Primary School,government,primary,27.65223456,85.41801398, 
590,Unity English School,private,secondary,27.66249157,85.40733801, 
591,Balbikash Boarding School,private,secondary,27.77883371,85.36126053, 
592,Budhanilakantha Ved Vidya Ashram,community,secondary,27.77813164,85.36197605, 
593,Diamond School,private,lower_secondary,27.77825443,85.35937125, 
594,Himalaya Boarding High School,private,secondary,27.77684589,85.36158077, 
595,Shristi Gyan Academy,private,secondary,27.77915232,85.3577886, 
596,Siddhartha Foundation,private,secondary,27.77644054,85.36138904, 
597,Blooming Flower Montessori School,private,lower_secondary,27.77066598,85.36013657, 
598,Fusion Academy,private,secondary,27.78283854,85.35589252, 
599,Panchakanya Secondary School,government,secondary,27.78009424,85.35256775, 
601,St. Xavier English Academy,private,secondary,27.77548003,85.36387746, 
602,Standford English Boarding School,private,lower_secondary,27.76788284,85.35268404, 
603,Three Star Academy,private,lower_secondary,27.76857884,85.35258289, 
604,Valley Public Kindergarten,private,kindergarten,27.76967256,85.35022573, 
605,Om Secondary School,private,secondary,27.66566401,85.40377856, 
606,Lotus International School,private,secondary,27.67107227,85.40474992, 
607,St. John English School,private,secondary,27.66927915,85.40669211, 
608,Dreamland Montessori,private,kindergarten,27.67202894,85.40466679, 
609,Unique International School,private,secondary,27.66830237,85.40405644, 
610,Manoram Boarding School,private,lower_secondary,27.66948512,85.40447678, 
611,Shree Mahendra Lower Secondary School,government,lower_secondary,27.66809281,85.40452942, 
612,Early Kids Home,private,kindergarten,27.67286964,85.33109484, 
613,Nava Vidya Mandir School,private,lower_secondary,27.67328575,85.33180117, 
614,Universal Secondary English School,private,secondary,27.67329115,85.33242283, 
615,Shining English Boarding School,private,secondary,27.69708225,85.44145007, 
616,Naulo Jyoti English School,private,secondary,27.6747371,85.38713911, 
617,Shree Mahindra Lower Secondary School,government,lower_secondary,27.68290197,85.36693911, 
618,Shree Deep Saraswoti English School,private,secondary,27.70127599,85.44114127, 
619,Angel's Kinder World,private,kindergarten,27.67255297,85.33925552, 
620,Bhassara Kids Castle,private,kindergarten,27.67238957,85.33826905, 
621,Gyan Jyoti Lower Secondary School,government,lower_secondary,27.70099699,85.44492534, 
622,Shree Mahakali Primary School,government,primary,27.70127992,85.45107332, 
623,Active English Secondary School,private,secondary,27.6819997,85.38532217, 
624,Manab Vidya Griha,government,others,27.68034062,85.38363928, 
625,Nawa Ratna English Secondary School,private,secondary,27.67849814,85.3852339, 
626,Shree Janak Sidhhikali Secondary School,government,secondary,27.68081141,85.3829081, 
627,New Paradise Kindergarten,private,kindergarten,27.69364195,85.44891385, 
628,Ratna Sikshya Sadan English School,private,lower_secondary,27.6979959,85.44959695, 
629,Ganesh Secondary School,government,secondary,27.69268372,85.44773654, 
630,Vidyodaya English School,private,secondary,27.70881835,85.2989434, 
631,Advanced Academy,private,secondary,27.68964273,85.39209422, 
632,Creative Learners Academy (CLA),private,secondary,27.68416591,85.38987334, 
633,Everest Public School,private,secondary,27.68894476,85.39837214, 
634,Gladstone Academy,private,secondary,27.68547106,85.38809432, 
635,Holy Garden English Secondary School,private,secondary,27.68283492,85.39053633, 
636,Lord Buddha English Secondary School,private,secondary,27.68849694,85.38877363, 
637,Lotus Innovative School,private,primary,27.6914693,85.39008135, 
638,Popular Gloryland English School,private,lower_secondary,27.68973242,85.38811007, 
639,Pragati Secondary School,private,secondary,27.69331981,85.39807014, 
640,Prime Academy,private,secondary,27.68929969,85.38980031, 
641,Shree Bal Sewa Lower Secondary School,government,lower_secondary,27.68640787,85.39221854, 
642,Shree Ganesh Secondary School,government,secondary,27.68503345,85.38627515, 
643,Shree Gyan Bikash Primary School,government,primary,27.69222058,85.38799224, 
644,Venus Bright Montessori,private,kindergarten,27.69318131,85.34010784, 
645,Jana Jyoti English Secondary School,private,secondary,27.70061288,85.29849932, 
646,Modern Nepal Academy,private,secondary,27.71077378,85.29474622, 
647,Florence Nightingale English Boarding School,private,lower_secondary,27.66724802,85.34911918, 
648,Suryodaya Sai Secondary School,private,secondary,27.6619723,85.34367505, 
649,Tathagat International Public School,private,primary,27.66204024,85.34182539, 
650,Trillium Kindergarten,private,kindergarten,27.66350187,85.33937487, 
651,Dallu Awasiya Vidyalaya,private,secondary,27.70887716,85.30098716, 
652,Kanchanjungha Integrated Model School,private,secondary,27.7085381,85.30001061, 
653,Florence Kindergarten Pre-School,private,kindergarten,27.70870139,85.28700998, 
654,Brain Land Academy,private,secondary,27.73367643,85.35072649, 
655,Sypres Public School,private,secondary,27.73324655,85.34962583, 
656,Zenith International  English School,private,secondary,27.73248965,85.35088086, 
657,Swarnim School,private,secondary,27.70987365,85.29371916, 
658,New Little Flower School,private,primary,27.70446388,85.29909657, 
659,Future Star English Secondary School,private,secondary,27.70749139,85.30060261, 
660,Greyfort International School,private,secondary,27.69482363,85.34455299, 
661,Blooming Buds International School,private,secondary,27.70068813,85.34127877, 
662,Loyala Higher Secondary School,private,secondary,27.7002459,85.34251237, 
663,Kathmandu Pragya Kunja School,private,primary,27.69357614,85.34048382, 
664,Kshitiz English School,private,lower_secondary,27.67274289,85.38407131, 
665,Densh International School,private,secondary,27.67119477,85.38183098, 
666,Sumarga Montessori School,private,kindergarten,27.67208216,85.38404549, 
667,Bal Balika Secondary School,private,secondary,27.6670168,85.38285102, 
668,Eden Garden English School,private,primary,27.66873604,85.38351247, 
669,Shankara International School,private,secondary,27.66750092,85.38772015, 
670,Welfare English School,private,secondary,27.67219275,85.38596142, 
671,Gyan Bhumi Secondary School,private,secondary,27.75679464,85.30624212, 
672,Him Rashmi High School,private,secondary,27.75054194,85.30720113, 
673,Kathmandu Lincoln School,private,lower_secondary,27.75439571,85.30697445, 
674,Kindergarten Secondary School,private,secondary,27.74915895,85.3053935, 
675,Maha Laxmi English High School,private,secondary,27.7595258,85.31131029, 
676,New Crease English Secondary School,private,secondary,27.74348777,85.30665902, 
677,North Valley English Secondary School,private,secondary,27.76192818,85.30068646, 
678,Pragya Sadan Primary School,private,primary,27.72331209,85.31309326, 
679,Rajan Memorial Pre-School,private,kindergarten,27.74290193,85.30545586, 
680,High Himalayan Academy,private,kindergarten,27.69295402,85.34007086, 
681,Om Education Academy,private,secondary,27.71096787,85.30763805, 
682,Bal Bikash Lower Secondary School,government,lower_secondary,27.71189795,85.3060754, 
683,Central Public School,government,secondary,27.71468786,85.30540216, 
684,Ursa Major Children's Academy,private,secondary,27.71659542,85.30445109, 
685,Faiddhoka Primary School,government,primary,27.66945966,85.46523208, 
686,Dashinkali Primary School,government,primary,27.66678635,85.47079989, 
687,Tathali Children Home,private,others,27.66545837,85.46714891, 
688,Khwopring English School,private,primary,27.66666343,85.47654178, 
689,Roshan English School,private,lower_secondary,27.66476251,85.48289513, 
690,Thuli Brahmayani Primary School,government,primary,27.67793368,85.48140452, 
691,Himbhanu English Boarding School,private,primary,27.67891504,85.47656895, 
693,Friendship Academy School,private,primary,27.68640251,85.4791743, 
694,Panchya Kanya Secondary School,government,secondary,27.68220205,85.48552478, 
695,Shree Krishna Primary School,government,primary,27.68639632,85.47968854, 
696,Image Secondary Boarding School,private,secondary,27.74045168,85.30973905, 
697,Jeevan Jyoti English Boarding School,private,secondary,27.74667155,85.31031446, 
698,Laligurans National Academy,private,secondary,27.74426086,85.31408551, 
699,Manmaiju Secondary School,government,secondary,27.75128358,85.31174111, 
700,Peace Land Academy,private,secondary,27.74538202,85.30931565, 
701,Shuvakamana English Boarding School,private,secondary,27.74466153,85.30735249, 
702,Swarna Deep English School,private,primary,27.74106095,85.3124605, 
703,Blue Horizon Academy,private,primary,27.72334249,85.32598419, 
704,Durga Bhawani Academy,private,secondary,27.72870576,85.34240124, 
705,Happy Feet Montessori,private,kindergarten,27.72581961,85.34318885, 
706,Sesame World School,private,kindergarten,27.72049314,85.31861481, 
707,Shree Dhumrabarah Secondary School,government,secondary,27.72531064,85.34291573, 
708,Himchuli Academy,private,secondary,27.68785098,85.38215259, 
709,Shree Nil Barahi Primary School,government,primary,27.69468895,85.39680225, 
710,Mount Sinai English Boarding School,private,secondary,27.6755119,85.38386539, 
711,Pumori English Secondary School,private,lower_secondary,27.67478265,85.38049791, 
712,Shree Bal Premi Secondary School,government,secondary,27.6760695,85.38349076, 
713,Shree Pranodaya Primary School,government,primary,27.68032477,85.38698687, 
714,Vinayak Sikshya Niketan English Secondary School,private,secondary,27.68079923,85.38651275, 
715,Gothatar English Secondary School,private,secondary,27.70736008,85.37684584, 
716,Bal Batika,private,primary,27.69297916,85.36675981, 
717,Gateway Academy,private,secondary,27.69223007,85.36412687, 
718,Global Public School,private,secondary,27.69256402,85.36770126, 
719,Mangal English School,private,secondary,27.69092065,85.3618098, 
720,Nepal Everest Montessori School,private,primary,27.69895486,85.34799699, 
721,Golden Flower Garden English Boarding School,private,secondary,27.69104936,85.26247528, 
722,Radha Krishna Lower Secondary School,government,lower_secondary,27.70622411,85.4595488, 
723,Pratima English School,private,secondary,27.6922416,85.36402443, 
724,Kankeshwori Secondary School,government,lower_secondary,27.7071511,85.30337777, 
725,New Zenith English Model School,private,secondary,27.71061851,85.30372593, 
726,Nepal Rastriya Lower Secondary School,government,lower_secondary,27.71166356,85.3040397, 
727,Surena English Boarding School,private,secondary,27.71282809,85.3030682, 
728,Academy of Sacred Hearts,private,secondary,27.71385537,85.30350029, 
729,Whitefield English Boarding School,private,secondary,27.71573771,85.30309261, 
730,Shobha Bhagwati English Boarding School,private,secondary,27.71561579,85.30250172, 
731,Siddhartha Sishu Niketan,private,lower_secondary,27.70366481,85.32042064, 
732,Siddhartha Public Academy,private,secondary,27.70481972,85.31784481, 
733,Kathmandu Vidya Kunja School,private,secondary,27.75065642,85.32500956, 
734,Adwitiya Boarding School,private,secondary,27.73522308,85.29863293, 
735,Asha Vidhyashram,private,lower_secondary,27.73611997,85.29639433, 
736,GEMS Primary Wing,private,primary,27.6852893,85.31037094, 
737,Mamata Vidya Sadan,private,secondary,27.68821707,85.3085074, 
738,Nagarjuna  Academy High School,private,secondary,27.68954542,85.31043965, 
739,Nagarjuna Kids World,private,primary,27.68930104,85.31107953, 
740,Shining Stars Secondary Boarding School,private,secondary,27.68620921,85.30837633, 
741,Amar English Secondary School,private,secondary,27.76222591,85.33009022, 
742,Bindhyabasini Secondary School,private,secondary,27.76504565,85.33194324, 
743,Ganesh English Secondary School,private,secondary,27.76522554,85.33015661, 
744,Laxmipur English Secondary School,private,secondary,27.77024166,85.33214513, 
745,Oasis Public School,private,secondary,27.77439544,85.33046827, 
746,Sathya Sai Shikshya Sadan,private,secondary,27.75993654,85.33126381, 
748,Shree Bageheni Secondary School,government,secondary,27.69663084,85.48010098, 
750,Shanti Deep Adarsha Vidyasadan,private,primary,27.69271296,85.47785069, 
751,Shree Balmiki Lower Secondary School,government,lower_secondary,27.69200274,85.47540055, 
752,Binayak Saraswoti Lower Secondary School,government,lower_secondary,27.69279203,85.40672215, 
754,Pragya English Secondary School,private,secondary,27.68923351,85.41227264, 
755,Api School,private,primary,27.75557546,85.32677223, 
756,Approach English School,private,lower_secondary,27.74931269,85.33677358, 
757,Children Herald English School,private,lower_secondary,27.74987272,85.33705691, 
758,Gyan Sindhu Academy,private,secondary,27.7383356,85.32201129, 
759,Saptagandaki Secondary Boarding School,private,secondary,27.73833798,85.32364745, 
760,Sarathi Pathshala,private,lower_secondary,27.75208981,85.33547237, 
761,Suvarnabhumi Vidhyalaya,private,lower_secondary,27.75148087,85.33854574, 
762,Creative Model Academy Boarding High School,private,secondary,27.71929816,85.32449433, 
763,Pushpa Bal Academy,private,secondary,27.71857262,85.3229792, 
764,White Rose English School,private,primary,27.69301097,85.48970478, 
765,Shree Bagheti Primary School,government,primary,27.69820169,85.48408458, 
766,Shree Balmikeshwori Lower Secondary School,government,lower_secondary,27.69499317,85.48966327, 
767,Shree Kalika Lower Secondary School,government,lower_secondary,27.68511694,85.50296546, 
768,Lily Flower Boarding School,private,primary,27.72062607,85.35068729, 
769,Divine Bud Educational Academy,private,primary,27.72905179,85.36185121, 
770,Balkumari School,government,lower_secondary,27.73342879,85.36464523, 
771,Little Moon High School,community,secondary,27.73214792,85.36293178, 
772,Lovely Angels Boarding School,private,secondary,27.73169017,85.36343393, 
773,Hamro Sunshine School,private,secondary,27.7333066,85.36778478, 
774,Kailash Bodhi School,private,secondary,27.73127412,85.3651627, 
775,Gangchen Samling School,private,lower_secondary,27.7298069,85.37020573, 
776,Gyanmala English High School,private,secondary,27.72930507,85.36574014, 
777,Mini Land School,private,secondary,27.69767256,85.30549078, 
778,Rastriya Lower Secondary School,government,lower_secondary,27.70014118,85.30438383, 
779,Nightingale Higher Secondary School,private,secondary,27.68973428,85.3127172, 
780,Nightingale Pre-School,private,primary,27.68889958,85.31234342, 
781,Rupak Memorial International Higher Secondary School,private,secondary,27.68886628,85.31422667, 
782,Deep Jyoti Primary School,private,primary,27.68755564,85.4647329, 
783,Say Bangal Primary School,government,primary,27.68772491,85.46564507, 
784,Shree Mahendra Saraswati Sewa Lower Secondary School,government,lower_secondary,27.69406602,85.30388484, 
785,New Era Academy,private,kindergarten,27.69455463,85.30731338, 
786,Enshrine National English School,private,secondary,27.66528454,85.35852232, 
787,Heritage English Boarding School`,private,secondary,27.66621552,85.35647344, 
788,High View Secondary School,private,secondary,27.65803933,85.35760405, 
789,Mahendra Gram Secondary School,government,secondary,27.65911741,85.35776843, 
790,Mansarovar Academy,private,primary,27.72682703,85.36416383, 
791,Children Garden English School,private,secondary,27.66174925,85.34915199, 
792,Shree Mangaldeep Boarding School,private,secondary,27.72592037,85.36451936, 
793,Subash Smrity School,private,lower_secondary,27.67127076,85.34621028, 
794,New Tulips Secondary School,private,secondary,27.67251021,85.34533277, 
795,Sambotta High School,private,secondary,27.72852689,85.36835807, 
796,Genesis Academy,private,secondary,27.72604367,85.36916671, 
797,Tashi Orphan School,private,lower_secondary,27.72448244,85.36647329, 
798,Lord Buddha Secondary School,private,secondary,27.72210017,85.36789347, 
799,Wits Academy,private,secondary,27.72637746,85.37195453, 
800,Manjushree Community School,community,lower_secondary,27.72417806,85.37059463, 
801,Kesang School,private,primary,27.72321099,85.37121862, 
802,Shangrila Public School,private,secondary,27.72518223,85.37430181, 
803,Shanti Adarsha Secondary School,private,secondary,27.72088318,85.37258026, 
804,Vidhya Sagar English Boarding School,private,secondary,27.72006894,85.37188636, 
805,Chhahari Sikshya Sadan,private,secondary,27.72508136,85.37556948, 
806,Readers International Model School,private,secondary,27.72525981,85.37674598, 
807,Saraswoti Higher Secondary School,private,secondary,27.72686961,85.37694353, 
808,Eyelens English High School,private,secondary,27.72928826,85.38068618, 
809,Venus Public School,private,secondary,27.72960258,85.37858717, 
810,Liberty Academy,private,secondary,27.73520665,85.3808171, 
811,Vidya Byayam English High School,private,secondary,27.7372051,85.38560638, 
812,Bal Srijanalaya Secondary School,private,secondary,27.7303898,85.37402647, 
813,Jeevan Tara Academy,private,secondary,27.73111199,85.37402934, 
814,Shree Arunodaya Secondary School,government,secondary,27.73105184,85.37518838, 
815,Nava Arunima Sishu Sadan,private,secondary,27.73327023,85.37696411, 
816,Green Tara Child Haven School,private,lower_secondary,27.73601302,85.37736953, 
817,Shivalaya English School,private,primary,27.73638734,85.38346212, 
818,Shree Gokarneshwor Mahadev Secondary School,private,secondary,27.73887399,85.38690692, 
819,Swarna Sikshya English School,private,secondary,27.74134159,85.38855268, 
820,World Youth International School,private,secondary,27.73739181,85.3934169, 
821,Vinayak English Higher Secondary School,private,secondary,27.7196362,85.34786559, 
822,Kathmandu Unified City School,private,secondary,27.71648291,85.34552419, 
823,Lyceum Model School,private,secondary,27.71458753,85.34052221, 
824,Kotdevi Public Secondary School,private,secondary,27.67168345,85.34887745, 
825,Laliguras Secondary School,private,secondary,27.66850789,85.34980882, 
826,Ananda Jyoti English School,private,primary,27.67211582,85.35072837, 
827,Mount Seb English School,private,secondary,27.67229701,85.35127142, 
828,Kumudini Kunj,private,secondary,27.69763445,85.29968004, 
829,Deep Jwala Boarding School,private,primary,27.69734558,85.30029141, 
830,Seraphims' Public School,private,secondary,27.69670206,85.30029662, 
831,Gillette International Boarding High School,private,secondary,27.69735666,85.2974418, 
832,Jagriti Academy school,private,secondary,27.67327162,85.35026236, 
833,Oriental Academy school,private,lower_secondary,27.6729709,85.35271424, 
834,Bal Sansar Montessori,private,kindergarten,27.67205683,85.35252536, 
835,Brainheart English School,private,lower_secondary,27.6710424,85.35224338, 
836,Ambrosia Ideal Secondary School,private,secondary,27.68622311,85.25751335, 
837,Bhairavnath Lower Secondary School,government,lower_secondary,27.67713673,85.24768256, 
838,Jesse's International English Boarding School,private,secondary,27.68420541,85.25226454, 
839,Mangal Secondary School,government,secondary,27.68728818,85.26413275, 
840,Dewy Dawn Academy,private,primary,27.7002903,85.30098526, 
841,New Florence International Boarding School,private,secondary,27.70101712,85.30153924, 
842,Basic Learning English Secondary School,private,secondary,27.67642627,85.24659187, 
843,Vidya Mandir Secondary School,government,secondary,27.69391362,85.26143412, 
844,Bishnudevi Secondary School,government,secondary,27.68618769,85.2671827, 
845,Dibya Jyoti Academy,private,lower_secondary,27.69434679,85.26390877, 
846,New Diamond Academy,private,secondary,27.694719,85.2677604, 
847,Pranidhi English Boarding School,private,lower_secondary,27.68891142,85.24426205, 
848,Prime Secondary English Boarding School,private,secondary,27.68705116,85.26742056, 
849,Sundar Ban School of Science,private,secondary,27.68899959,85.27133708, 
850,Holy Smile Pre-School,private,kindergarten,27.69589231,85.29908593, 
851,New Horizon Boarding School,private,secondary,27.69233859,85.29657044, 
852,Kistland School,private,secondary,27.67066642,85.31047923, 
853,Bloom Nepal School,private,lower_secondary,27.66813485,85.31108159, 
854,Tender Loving Care Pre School,private,kindergarten,27.66698352,85.31185977, 
855,Land Mark Academy,private,lower_secondary,27.66603913,85.3139917, 
856,Woodsville School,private,secondary,27.66452402,85.31760375, 
857,Little Angels (Junior Wing),private,primary,27.66934692,85.30968403, 
858,Paramount English Boarding School,private,secondary,27.69171236,85.29570098, 
859,Southern Paradise Boarding School,private,secondary,27.69008437,85.29774765, 
860,Ikeda International School,private,secondary,27.69354693,85.29023078, 
861,Mitra High School,private,secondary,27.69479691,85.29910438, 
862,Dreamland Public School,private,secondary,27.704803,85.32200769, 
863,Madrasha Islamiya Secondary School,private,lower_secondary,27.70682816,85.31711276, 
864,National Star School,private,kindergarten,27.71236594,85.30899529, 
865,Prabhat Secondary School,government,secondary,27.7096865,85.3095263, 
866,Shanti Shikshya Mandir,government,secondary,27.71137441,85.30990541, 
867,Kamyak School,private,secondary,27.70618012,85.32022289, 
868,Jana Kalyan Primary School,private,primary,27.71352225,85.30671545, 
869,Maya Lok English School,private,primary,27.71306019,85.30635695, 
870,Neelgiri School,private,secondary,27.7175581,85.30770475, 
871,Pragya Higher Secondary School,private,primary,27.71716316,85.3115192, 
872,Shree Shanti Vidyashram Primary School,government,primary,27.67921339,85.32027217, 
873,Albert Einstein Academy,private,secondary,27.71076749,85.31337012, 
874,Jagriti English Boarding School,private,primary,27.7103403,85.31307729, 
875,Lokhit Lower Secondary School,government,secondary,27.71595711,85.31254519, 
876,Amar Sishu Vidyalaya,private,primary,27.68535643,85.31393971, 
877,Bal Ujjwol Primary School,government,primary,27.71046181,85.31120495, 
878,Tyauda Secondary School,government,secondary,27.70999521,85.31132516, 
879,Shree Adarsha Saral Secondary School,government,secondary,27.67612504,85.32432062, 
880,Noble school,private,secondary,27.66841013,85.3766785, 
881,Radiant English school,private,lower_secondary,27.67276089,85.37915773, 
882,Bodhisatta Primary School,private,primary,27.70565881,85.31133745, 
883,Durbar High School,government,secondary,27.70773791,85.31408909, 
884,Mahankal Secondary School,government,secondary,27.70591181,85.31193024, 
885,Tarini Primary School,government,primary,27.70488339,85.30842737, 
886,Jana Chetana English School,private,secondary,27.66536985,85.36833531, 
887,Mount View English School,private,secondary,27.6648801,85.36952865, 
888,Precious Public English School,private,secondary,27.66798548,85.37583745, 
889,Shree Mahendra Shanti school,government,secondary,27.66214993,85.36968396, 
890,Bal Binayak Primary School,government,primary,27.6696835,85.36566135, 
891,Ganesh Nature View English school,private,lower_secondary,27.66866014,85.37009963, 
892,Paradise Academy school,private,lower_secondary,27.66855745,85.37078268, 
893,Dynamic Public School,private,lower_secondary,27.69092699,85.30653504, 
894,Gyan Jyoti Boarding School,private,lower_secondary,27.68742626,85.30280434, 
895,Nile Stream School,private,secondary,27.6830387,85.30446785, 
896,Aasha Preparatory School,private,kindergarten,27.6720302,85.36511852, 
897,Kaushaltar English School,private,secondary,27.67313665,85.36543419, 
898,Marigold English School,private,secondary,27.67123486,85.36556127, 
899,Himalaya Secondary School,government,secondary,27.70362773,85.31184348, 
900,Sankata Primary School,government,primary,27.70198262,85.31211797, 
901,Shree Chandi Vidyashram Secondary School,government,secondary,27.6794702,85.32390103, 
902,Premier International Pre-School,private,kindergarten,27.67731964,85.31018671, 
903,Toto's World Pre-School,private,kindergarten,27.67960976,85.30719013, 
904,Maria Montessori House School,private,kindergarten,27.68371637,85.3073715, 
905,Mary Ward School,private,primary,27.68136502,85.31045656, 
906,Shuvatara English Boarding School,private,secondary,27.68378028,85.30592497, 
907,City English School,private,secondary,27.68149366,85.34733999, 
908,Sai Trinity School,private,secondary,27.68170228,85.34754439, 
909,Aakriti English Secondary Boarding School,private,secondary,27.68290468,85.34762228, 
910,Kathmandu Barsha School,private,secondary,27.68503909,85.34491603, 
911,Apollo International Academy,private,secondary,27.68421964,85.34440498, 
912,Balkot English Secondary school,private,secondary,27.66511615,85.36641571, 
913,Avens English Boarding School,private,primary,27.67741507,85.30023083, 
914,Golden Rays English School,private,primary,27.67636033,85.30699958, 
915,Himalayan International Ideal School,private,secondary,27.67414059,85.30500498, 
916,Jolly Buds Pre-School,private,kindergarten,27.68376723,85.3028836, 
917,Green Village Education Foundation,private,secondary,27.66651261,85.26692019, 
918,Green Village Secondary School,private,secondary,27.66581915,85.26295445, 
919,Rarahil Memorial School,community,secondary,27.6695831,85.27064128, 
920,Salyansthan Secondary English School,private,primary,27.67631155,85.26710017, 
921,Shree Bal Kumari Secondary School,government,secondary,27.66620342,85.26449676, 
922,Shree Bagh Bhairav Secondary School,government,secondary,27.66176751,85.25396799, 
923,Shree Jal Binayak Primary School,government,primary,27.65447892,85.27596573, 
924,Nawa Jyoti Primary School,government,primary,27.67044188,85.27917119, 
925,Salvinia Academy,private,secondary,27.66950865,85.28255111, 
926,Panga Seconday Boarding School,community,secondary,27.67112358,85.28190804, 
927,Ujjwal Sishu Niketan Academy,private,secondary,27.66874037,85.28209532, 
928,Nawa Manjushree Secondary School,private,secondary,27.72905813,85.35861147, 
929,Norkhil Secondary Boarding School,private,secondary,27.74483221,85.35575796, 
930,Oscar Scholar's Academy,private,secondary,27.73137139,85.35990151, 
931,Pioneer International Public School,private,secondary,27.7355197,85.35887845, 
932,Prasanti Sikshya Sadan,private,secondary,27.73085714,85.35881073, 
933,Samten Memorial Educational Academy,private,lower_secondary,27.74032342,85.36113723, 
934,Sarada Academy,private,secondary,27.73999379,85.36043573, 
935,Tirupati English Boarding School,private,lower_secondary,27.74364835,85.35693523, 
936,Yuyutsu English School,private,secondary,27.73626963,85.35585638, 
937,Fairyland International School,private,lower_secondary,27.74213589,85.35440067, 
938,Hundred Star International School,private,primary,27.74495354,85.36010506, 
939,Nepal Charter Pre School,community,lower_secondary,27.7463752,85.35679471, 
940,Subhakamana Academy,private,secondary,27.65242102,85.28018997, 
