FID,name,operator_t,isced_leve,Lat,Log,Remarks
110,Wisdom English School,private,primary,27.67718045,85.43950609, 
111,Bal Sewak Lower Secondary School,government,lower_secondary,27.66943135,85.43411855, 
112,Nabin Lower Secondary School,government,lower_secondary,27.67081143,85.43284842, 
113,Shree Hangshabahini Primary School,government,primary,27.67556867,85.4332279, 
114,Uma Maheshwor Higher Secondary School,private,secondary,27.65736499,85.31773981, 
115,Bhrikuti Secondary School,private,secondary,27.72666589,85.357013, 
116,Shining Students Academy,private,secondary,27.66660623,85.42500793, 
117,Kumbeshwor Lower Secondary School,government,lower_secondary,27.67702709,85.32581242, 
118,Marvellous English Boarding School,private,secondary,27.70283284,85.33377839, 
119,Pious English Boarding School,private,secondary,27.70066616,85.33242488, 
120,Blue Sky Public School,private,secondary,27.70062139,85.33134463, 
121,Shree Ganesh Primary School,government,primary,27.7317987,85.46320325, 
122,Sandipani Gyanmandir Public School,private,secondary,27.72875077,85.46626119, 
123,Splendid Valley Secondary English School,private,secondary,27.73173501,85.46564286, 
124,Little World  School,private,secondary,27.67036205,85.41950536, 
125,Himalayan Glory School,private,secondary,27.67397709,85.42426452, 
126,Jaycees School,private,secondary,27.67348694,85.42674836, 
127,Shree Krishna Prabha Primary School,government,lower_secondary,27.71859982,85.33653279, 
128,Little Children Academy,private,secondary,27.71659143,85.33547794, 
129,Shining Paradise School,private,secondary,27.69572225,85.3443245, 
130,Faryland Boarding School,private,secondary,27.72046408,85.32559255, 
131,Deep Sishu Niketan,private,primary,27.72452894,85.33702634, 
132,John Dewey School,private,primary,27.73123199,85.32982844, 
133,Liberty International School,private,secondary,27.74047009,85.33122254, 
134,Morning Bells Montessori,private,kindergarten,27.7316046,85.32949128, 
135,Shemrock Kindergarten,private,kindergarten,27.73426798,85.33646091, 
136,Saurashtra School,private,secondary,27.68197017,85.37113698, 
137,Bhaktapur English School,private,secondary,27.6797401,85.3754618, 
138,Emmanual School,private,secondary,27.67452762,85.37283008, 
139,Ananda Bhumi High School,private,secondary,27.70542696,85.3344031, 
140,Bal Bagaicha,private,kindergarten,27.70529804,85.32965061, 
141,Maitidevi Boarding High School,private,secondary,27.70382732,85.32812503, 
142,Maitidevi Kindergarten,private,kindergarten,27.70396361,85.32883491, 
143,Advanced English Boarding High School,private,secondary,27.71649913,85.33760842, 
144,Boston International High School,private,secondary,27.71249377,85.33654785, 
145,New Sunshine Secondary School,private,secondary,27.71775846,85.33875751, 
146,Xavier International School,private,secondary,27.71570906,85.3376226, 
147,Kopila Cottage Pre-School,private,kindergarten,27.71823569,85.33384501, 
148,Nandi Secondary School,government,secondary,27.71377202,85.32546056, 
149,Bal Sudhar Griha,private,secondary,27.68096709,85.37428492, 
150,Albert English Boarding School,private,secondary,27.70637003,85.334743, 
151,Apple Academy,private,secondary,27.70860012,85.33554502, 
152,Little Flower Secondary School,private,secondary,27.70879138,85.33413548, 
153,Martyrs' Memorial Boarding Secondary School,private,secondary,27.70967964,85.33615861, 
154,Sai Educare Boarding High School,private,secondary,27.70974057,85.33647373, 
155,Learnhub Primary School,private,kindergarten,27.71296207,85.33634773, 
156,Eden Public School,private,secondary,27.71703255,85.34343316, 
157,Shree Mitra Lower Secondary School,government,lower_secondary,27.71712698,85.34441259, 
158,Shridiwa International School,private,secondary,27.7183684,85.33795053, 
159,Subharambha Secondary School,private,secondary,27.71759996,85.34249878, 
160,Clinton School,private,primary,27.71730462,85.34388412, 
161,Odyssey International Academy,private,secondary,27.74059774,85.32711323, 
162,Panchayan Celestial School,private,secondary,27.74049104,85.32586237, 
163,Himalayan Heart Academy,private,primary,27.74876777,85.33901588, 
164,Shree Dhapasi Lower Secondary School,government,lower_secondary,27.74946705,85.33828124, 
165,The Skylark English School,private,secondary,27.7482122,85.33142011, 
166,Holy Care School,private,secondary,27.74414847,85.34535911, 
167,The Chandbagh Pre-School,private,kindergarten,27.74282427,85.34499116, 
168,Elim Kids Academy,private,secondary,27.73424186,85.33214194, 
169,Gorakshya Dibya Nikhil Jyoti Vidyashram,community,secondary,27.73860492,85.32923247, 
170,Whiz Kids International School,private,secondary,27.72802293,85.33019226, 
171,Anupam Higher Secondary School,private,secondary,27.71991108,85.3256517, 
173,Mother Goose Day Care Centre and School,private,kindergarten,27.72273159,85.32754488, 
174,Newton High School,private,secondary,27.72576191,85.33652632, 
175,Bellmount International School,private,secondary,27.73167711,85.3171042, 
176,Diptimaya Bal Awasiya Vidyalaya,private,primary,27.73088247,85.32421364, 
177,Drion Pre-School,private,kindergarten,27.73215921,85.3173086, 
178,Motherland Academy,private,secondary,27.72200081,85.33111839, 
179,Mom House,private,kindergarten,27.7471667,85.33591715, 
180,Learning Zone Academy,private,secondary,27.73065611,85.3176894, 
181,Suryodaya Jyoti Awasiya English Boarding School,private,secondary,27.70373932,85.33027419, 
182,G. S. English School,private,secondary,27.71670922,85.34395452, 
183,Blooming Scholar's Academy,private,secondary,27.69678744,85.33010181, 
184,City Montessori,private,kindergarten,27.70021069,85.32888898, 
185,APS Sadan,private,secondary,27.74098213,85.32012525, 
186,Greenland International Secondary Boarding School,private,secondary,27.74674057,85.32385927, 
187,New Glorious Academy,private,secondary,27.74046735,85.32152775, 
188,Nirmal Batika Academy,private,primary,27.74347151,85.32066037, 
189,Souvenir Boarding School,private,secondary,27.74617245,85.3267159, 
190,Creative English School,private,secondary,27.71415578,85.34339298, 
191,Sano Sansar Pre-School,private,kindergarten,27.71476325,85.34308629, 
192,National Orchid Boarding School,private,secondary,27.71517667,85.34382724, 
193,Saraswoti Kunj Secondary School,private,secondary,27.70832167,85.33600656, 
194,Kamal Primary School,government,primary,27.71161673,85.32493926, 
195,The Pole Star English School,private,secondary,27.74101966,85.32097086, 
196,Golden Garden International School,private,lower_secondary,27.72795501,85.34905556, 
197,Tiny Corners Montessori,private,kindergarten,27.7306319,85.34740187, 
198,Saipal Academy,private,secondary,27.72492027,85.34857365, 
199,Padma Gyan Mandir English School,private,primary,27.71713208,85.33641563, 
200,Vidya Sadan High School,private,secondary,27.72316655,85.3506317, 
201,Jeevan Jyoti Baikalpik School,private,secondary,27.72375524,85.34658816, 
202,Tashi Waldorf School,private,primary,27.74162139,85.33938467, 
203,Graceland Montessori,private,kindergarten,27.74220496,85.34301861, 
204,Mills Berry Kids World,private,kindergarten,27.73674004,85.34050175, 
205,Universal College Preparatory School,private,secondary,27.72640037,85.33502237, 
206,Asian Kids,private,kindergarten,27.72275687,85.33389322, 
207,Compact English School,private,lower_secondary,27.71868504,85.33495538, 
208,Children's Model High School,private,secondary,27.72421019,85.33272905, 
209,Alakapuri Boarding High School,private,secondary,27.72076963,85.33570063, 
210,Busy Bees Kindergarten,private,kindergarten,27.72038902,85.33584231, 
211,Disney International Pre-School,private,kindergarten,27.71692568,85.3320079, 
212,Anmol Jyoti Secondary English Boarding School,private,secondary,27.71423499,85.3354589, 
213,Columbus International School,private,secondary,27.7136625,85.33527677, 
214,Baluwatar School,government,kindergarten,27.72647033,85.33440424, 
215,St. Julian English Boarding School,private,primary,27.72396659,85.35207213, 
216,Creative Kids Pre-School,private,primary,27.72283855,85.34671211, 
217,Holy Spirit Montessori,private,kindergarten,27.72439945,85.3538166, 
218,Saraswoti Academy English School,private,secondary,27.72404357,85.3500095, 
219,Trinity Co-Ed,private,secondary,27.74176198,85.34336937, 
220,Darshan Child Care,private,kindergarten,27.72890474,85.35047134, 
221,The Elite's Co-Ed,private,secondary,27.71210575,85.32990926, 
222,United Preparatory English School,private,secondary,27.69483071,85.43031558, 
223,Ganesh English School,private,secondary,27.69639266,85.42215747, 
224,North East English School,private,secondary,27.69879712,85.41783119, 
225,Sungava School,private,secondary,27.6817389,85.41074948, 
226,Shree Yapi Bhairab Lower Secondary School,government,lower_secondary,27.69841258,85.42022506, 
228,The Rolling Stones English Medium School,private,primary,27.70340099,85.30426597, 
229,Shree Subarneshwor School,government,lower_secondary,27.66199145,85.41202155, 
230,Prithvi Secondary Boarding School,private,secondary,27.74294584,85.33176741, 
231,Kalash Vidya Mandir,private,secondary,27.70304586,85.3036233, 
232,English Preparatory School,private,secondary,27.69982565,85.3082389, 
233,Darwin Academy,private,secondary,27.71926586,85.30450166, 
234,Kathmandu Model School,private,secondary,27.71921566,85.30527324, 
235,A.V.M Secondary School,private,secondary,27.72088912,85.29740488, 
236,Paradise English Secondary School,private,secondary,27.72308368,85.29997327, 
237,Namuna English Boarding School,private,lower_secondary,27.70348164,85.30316593, 
238,Kavya School,private,primary,27.68757994,85.33480833, 
239,Kids Land Montessori Based School,private,kindergarten,27.68748458,85.33576206, 
240,Morgan International School,private,secondary,27.73877734,85.33126272, 
241,Prowess Academy,private,secondary,27.67310611,85.43419625, 
242,Siddhi Glorious Academy,private,secondary,27.67295805,85.43392804, 
243,Nepal Model School,private,secondary,27.74389442,85.33175475, 
244,Shree Chandra Bindu International Boarding School,private,secondary,27.74365876,85.3325946, 
245,Shuvadeep Primary School,government,secondary,27.697857,85.31077005, 
246,Basundhara National School,private,secondary,27.74428036,85.33138473, 
247,Eden Bridge Academy,private,secondary,27.7499602,85.33314492, 
248,Mount Glory International Boarding High School,private,secondary,27.74548859,85.3319457, 
249,Namo Buddha International Model School,private,secondary,27.75211194,85.32981507, 
250,Southwestern State School,private,primary,27.73939449,85.32904878, 
251,Image Secondary School,private,secondary,27.67174975,85.43299648, 
252,Mount Valley English School,private,secondary,27.67629974,85.43577774, 
253,Scholar's Home,private,secondary,27.67494842,85.43284968, 
254,Shree Brahmacharini Primary School,government,primary,27.67483493,85.43512428, 
255,Shree Dattatreya Lower Secondary School,government,lower_secondary,27.67381685,85.43542957, 
256,Shree Mahendra Primary School,government,primary,27.67179347,85.43613527, 
257,Shree Samaj Sudhar Secondary School,government,secondary,27.67280344,85.43722627, 
258,Shree Siddhi Sharada Primary School,government,primary,27.67303553,85.43324795, 
259,Suryodaya English Secondary School,private,secondary,27.67048669,85.43398809, 
260,The Rising English Secondary School,private,secondary,27.67335866,85.43293036, 
261,Babyland English Secondary School,private,secondary,27.74343403,85.31635969, 
262,Himalayan Valley English Boarding School,private,lower_secondary,27.74850698,85.31767137, 
263,Lunar English Boarding School,private,secondary,27.73757542,85.31673558, 
264,Nature Boarding High School,private,secondary,27.73647625,85.31746203, 
265,Nepal Matri Griha,community,primary,27.74063317,85.31607897, 
266,Nimble Secondary School,private,secondary,27.74181247,85.31681385, 
267,Paramount Academy,private,secondary,27.74539073,85.3198889, 
268,Rona International Academy,private,lower_secondary,27.74762859,85.32044581, 
269,Third Eye Academy,private,secondary,27.73952358,85.31555278, 
270,Shree Azad Secondary School,government,secondary,27.68701796,85.42708071, 
271,Madan Bhandari Memorial English Boarding School,community,secondary,27.71970621,85.36260434, 
272,Aakashganga International Academy,private,secondary,27.71512834,85.35627824, 
273,Bal Bhusan Lower Secondary School,government,lower_secondary,27.70312791,85.42860604, 
274,Kathmandu International School,private,secondary,27.71324045,85.35330594, 
275,Hilary High School,private,secondary,27.71397042,85.34963871, 
276,Som Sarala Ved Vidhyala,community,secondary,27.71387452,85.34987563, 
277,Fulbright School,private,lower_secondary,27.70324037,85.4204277, 
278,Ganesh Primary School,government,lower_secondary,27.69584218,85.43475574, 
279,Mandev Amrit Smriti School,private,primary,27.70312721,85.42608533, 
280,Nabin English School,private,secondary,27.70615582,85.41849605, 
281,Gyandeep Siksha Sadan,private,secondary,27.71473236,85.34985213, 
282,Sacred Heart Academy,private,secondary,27.66623595,85.42460642, 
283,Adarsha Jyoti English Secondary School,private,secondary,27.66466454,85.42298714, 
284,Siddhidas Secondary School,private,kindergarten,27.66509617,85.42337879, 
285,Mahendra Vidya Ashram,private,secondary,27.66731102,85.42385106, 
286,Mahan Siddhartha High School,private,secondary,27.71537003,85.35454185, 
287,Learners Academy,private,secondary,27.66704788,85.42537104, 
288,Bright Star School,private,secondary,27.66712693,85.4273251, 
289,Minerva English School,private,secondary,27.66654854,85.42780637, 
290,Shanti Niketan Secondary School,government,secondary,27.66835491,85.4277112, 
291,Shree Bal Byabasayi Kendra Secondary School,government,secondary,27.71085068,85.34059621, 
292,Mount Ural Teaching Academy,private,lower_secondary,27.72303409,85.37921331, 
293,Opal International Higher Secondary School,private,secondary,27.71196385,85.34139277, 
294,Seto Bangla Boarding School,private,secondary,27.71164157,85.33819336, 
295,New Buddha Prakash Secondary School,private,secondary,27.72144013,85.37852317, 
296,The Rising Star English Boarding School,private,lower_secondary,27.72118919,85.37970058, 
297,Mount View School,private,secondary,27.71355386,85.34391419, 
298,Indrawati Public School,private,secondary,27.71507385,85.35922649, 
299,Buddha Pashupati Academy,private,secondary,27.71542704,85.36005688, 
300,Lords Light Academy,private,secondary,27.71556397,85.36413796, 
301,HEMS School,private,secondary,27.70869585,85.33790137, 
302,Green Peace Co-Ed Higher Secondary School,private,secondary,27.69989264,85.30914123, 
303,Nepal Adarsha Secondary School,government,secondary,27.70072903,85.30959546, 
304,Nirmal Vidyapeeth Secondary School,government,secondary,27.70156383,85.30946935, 
305,Bal Sewa Secondary School,government,secondary,27.7028466,85.30811712, 
306,Bidhyodaya Secondary School,government,secondary,27.70254585,85.30719225, 
307,Tarapunja English Secondary School,private,secondary,27.63025408,85.3675238, 
308,Sunshine school,private,secondary,27.66923467,85.42209568, 
309,Sisu Shayar Kendra,community,kindergarten,27.67010286,85.4225926, 
310,Angel's World International Academy,private,secondary,27.74057397,85.33359044, 
311,Fluoresent Academy,private,secondary,27.73668678,85.32172666, 
312,J.B. Memorial English School,private,lower_secondary,27.74378506,85.32803163, 
313,EG Pioneer School,private,secondary,27.67407057,85.42395201, 
314,Canvas International Higher Secondary School,private,secondary,27.72648381,85.31768011, 
315,Shree Siddeshwori Lower Secondary School,government,lower_secondary,27.60327978,85.36568497, 
316,Nepal Police School,private,secondary,27.73296647,85.31883617, 
317,Amity Wits Co-Education English Secondary School,private,secondary,27.73475089,85.32086173, 
318,My Land Academy,private,primary,27.73234334,85.32027642, 
319,Oracle Ray Academy,private,secondary,27.73345394,85.31939738, 
320,Takshashila Academy,private,secondary,27.73311389,85.31981463, 
321,Reed Model School,private,secondary,27.72205758,85.28405888, 
322,International Peace Academy,private,secondary,27.72449752,85.28560069, 
324,Saraswoti Vidhya Mandir,private,secondary,27.72383895,85.28667142, 
325,Queens Garden Academy,private,primary,27.7330784,85.28835568, 
326,Janajagriti Gyan Rashmi Secondary School,community,secondary,27.7300885,85.29472864, 
327,Motherland English School,private,secondary,27.67526662,85.42592109, 
328,Vibhati Vidhya Mandir,private,secondary,27.72395814,85.29325726, 
329,Samudayik School,community,lower_secondary,27.67605842,85.42687391, 
330,Bhintuna English Boarding school,private,lower_secondary,27.67462907,85.42866605, 
331,Holy Garden English Boarding School,private,secondary,27.6758436,85.42943535, 
332,Golden Gate School,private,secondary,27.6776961,85.43104202, 
333,Serene Kene School,private,lower_secondary,27.67858921,85.42977651, 
334,Graded Education Ment School,private,secondary,27.73073789,85.28990759, 
335,New Creative Secondary School,private,secondary,27.73189473,85.28905741, 
336,South Point Boarding High School (Junior block),private,primary,27.6886521,85.32860298, 
337,Heartland Montessori Based Pre-School and Child Care Center,private,kindergarten,27.68484412,85.33245084, 
339,Bridgewater School,private,secondary,27.6968678,85.3502388, 
340,Kantipur Academy of Health Sciences,private,secondary,27.68684213,85.348093, 
341,Rara Secondary School,private,secondary,27.68915288,85.35030696, 
342,Apple International School,private,secondary,27.68744666,85.34762109, 
343,Good Shepherd School,private,secondary,27.67925769,85.34572492, 
344,Nava Jyoti Higher Secondary School (Junior Block),private,primary,27.67888745,85.34716049, 
345,New Vision Academy,private,secondary,27.67528375,85.34308928, 
346,Bon Skylark International Secondary School,private,secondary,27.71910087,85.34608725, 
347,National Pioneer Academy,private,secondary,27.7154726,85.34802477, 
348,Sagarmatha Vidya Mandir,private,lower_secondary,27.71528385,85.34725045, 
349,Elixir Academy,private,secondary,27.7145613,85.35432738, 
350,Prerana School,private,secondary,27.71573296,85.35109227, 
351,Bijeswori Secondary School,private,secondary,27.71361464,85.30044981, 
352,Little Climbers English School,private,lower_secondary,27.72258827,85.28102485, 
353,Himalayan Valley Academy,private,primary,27.72832396,85.28506159, 
354,Lovely Kids Montessori School,private,kindergarten,27.73026635,85.28256734, 
355,Pragya Jyoti English School,private,secondary,27.71351562,85.29750744, 
356,KERIC Academy Secondary School,private,secondary,27.73577477,85.30294397, 
357,Ishwor Primary School,government,primary,27.71485992,85.29364496, 
358,Elysian Fields School,private,lower_secondary,27.72111071,85.2954043, 
359,Birat Boarding School,private,secondary,27.6836323,85.33543283, 
360,Pacific Academy (PAC) Secondary Boarding School,private,secondary,27.68327547,85.33362587, 
361,Gyan Niketan Secondary School (Junior Block),private,kindergarten,27.6842811,85.33414802, 
362,Joon Montessori School,private,lower_secondary,27.75187789,85.34714409, 
363,British Gurkha Academy School,private,secondary,27.74579265,85.34031336, 
364,St. Joseph English Secondary School,private,secondary,27.75214888,85.34610247, 
365,Columbus School,private,primary,27.68649281,85.33041804, 
366,House of Montessori World,private,kindergarten,27.68619454,85.33009202, 
367,Innovative English School,private,secondary,27.68379217,85.33125418, 
368,Rainbow Kids International Pre-School,private,kindergarten,27.68515644,85.33020053, 
369,Traibidhya Sikshya Sadan,private,kindergarten,27.68147799,85.33313241, 
370,Peace Point Secondary Boarding School,private,secondary,27.69703094,85.34840193, 
371,Little Hands School,private,kindergarten,27.75787643,85.3508, 
372,Bhakti International School,private,secondary,27.75841468,85.34934282, 
373,Palistha Academy,private,kindergarten,27.75748353,85.34896691, 
374,Bhadrakali English Medium School,private,secondary,27.75872807,85.35089609, 
375,Occidental Public School,private,secondary,27.69684695,85.33076937, 
376,Amardeep Secondary School,private,secondary,27.75615422,85.34905503, 
377,Tungram International Academy  Higher Secondary School,private,secondary,27.75549447,85.34686301, 
378,Arunodaya Academy,private,secondary,27.71359324,85.29428578, 
379,Saurdeep Boarding School,private,secondary,27.72638295,85.29621282, 
380,Bhadra Ghale Sikshya Sadan,community,secondary,27.69877131,85.33111153, 
381,Supreme International High School,private,lower_secondary,27.71706147,85.35108542, 
382,Baby Angel English Secondary School,private,secondary,27.72349463,85.27651978, 
383,Sayapatri Children Education Academy,private,primary,27.70217482,85.32955358, 
384,Bishwa Sikshya Sadan,private,lower_secondary,27.71765581,85.34979729, 
385,Bardayini Lower Secondary School,government,lower_secondary,27.67074923,85.4305289, 
386,Peoples Friendly Academy,private,lower_secondary,27.72140195,85.28270504, 
387,Esteem Learning School,private,kindergarten,27.71797885,85.35118551, 
388,Disneyland Pre-School,private,kindergarten,27.71857189,85.3507567, 
389,Bal Mandir Primary School,government,primary,27.67197068,85.42751542, 
390,Riviera International School,private,secondary,27.71840787,85.35356283, 
391,Kohinoor School,private,lower_secondary,27.73225605,85.30386672, 
392,Bigyan High School,private,secondary,27.73777139,85.35097641, 
393,Manoram Play School,private,primary,27.73864306,85.34879888, 
394,Neighbourhood english high school,private,secondary,27.73853669,85.35013104, 
395,Bright Heaven Boarding School,private,secondary,27.73309413,85.30403047, 
396,Dhyola Primary School,government,primary,27.66929628,85.43046327, 
397,Baba Boarding High School,private,secondary,27.72002286,85.34909143, 
398,Arunodaya Secondary School,government,secondary,27.70587815,85.30576821, 
399,Kanti Ishwori Rajya Laxmi Secondary School,government,secondary,27.70514812,85.30661676, 
400,Kanya Secondary School,government,secondary,27.70596311,85.30685572, 
401,Kesh Chandra Primary School,government,primary,27.70691634,85.30802213, 
402,Next Generation Residential Academy,private,secondary,27.70591829,85.30615093, 
403,Bhariti Primary School,government,primary,27.66872858,85.42971604, 
404,Little Blooms Secondary School,private,secondary,27.67590548,85.3743113, 
405,Orbit English Secondary School,private,secondary,27.67448745,85.37189465, 
406,Sudha Sagar Vidhya Sadan,private,secondary,27.67527908,85.37390139, 
407,Loyalty Academy,private,secondary,27.73691521,85.35356804, 
408,Stephens International School,private,lower_secondary,27.74106615,85.33741145, 
409,Ekta English Boarding School,private,primary,27.70844531,85.30672546, 
410,Proxima English Boarding School,private,secondary,27.66737567,85.43239117, 
411,Zenith English School,private,secondary,27.67455676,85.37229678, 
412,Praxis International Academy,private,secondary,27.71847015,85.350319, 
413,Little Genius English Secondary School,private,secondary,27.72130276,85.29168853, 
414,Bhakta Vidhyashram Secondary School,government,secondary,27.70887082,85.30691764, 
415,Shree Shram Rastriya Secondary School,government,secondary,27.71705578,85.35478841, 
416,Satya Sai Academy,private,secondary,27.71578365,85.35286536, 
417,The Excel Public School,private,secondary,27.71688303,85.28183285, 
418,Kids Villa International Pre-School,private,kindergarten,27.71852955,85.35681857, 
419,Mission Public School,private,secondary,27.71867915,85.35699307, 
420,Vidya Arjan Secondary School,private,secondary,27.66717933,85.43270198, 
421,Open House English Boarding School,private,secondary,27.70788151,85.30386218, 
422,Swarnim Sikshya Sadan,private,secondary,27.71004979,85.30499961, 
423,Blooming Flower English Boarding School,private,primary,27.70303243,85.33108116, 
424,Model Academy Kathmandu,private,secondary,27.72958207,85.31236008, 
425,Paradigm  Public School,private,secondary,27.72890417,85.31310583, 
426,Pushpa Kunja High School,private,secondary,27.73253449,85.31207772, 
427,SEB School,private,secondary,27.72872427,85.31283731, 
428,Scholar's Home Academy,private,secondary,27.73274812,85.31411546, 
429,Shree Ganesh Himal Secondary School,private,secondary,27.73356118,85.31321842, 
430,Holy Garden Boarding School,private,secondary,27.73320953,85.30488611, 
431,Yuwa Sahavagati Secondary School,government,secondary,27.71583645,85.28016328, 
432,Small Heaven Boarding School,private,secondary,27.71087526,85.30551718, 
433,Ananta Mangal Sadan,private,lower_secondary,27.73360014,85.30346476, 
434,Nepal Yubak Secondary School,government,secondary,27.71478018,85.30791674, 
435,Awareness International Academy (AIA),private,secondary,27.6804992,85.33257977, 
436,Shree Sanjaya Sai Vidhya Mandir,community,lower_secondary,27.68542153,85.32831013, 
437,Morning Glory High School,private,secondary,27.6966,85.30953215, 
438,Academy Boarding School,private,secondary,27.73526127,85.33815481, 
439,Shree Panchakanya Lower Secondary School,private,lower_secondary,27.73140967,85.33684229, 
440,Kumari Sishu Sadan Boarding School,private,secondary,27.71735035,85.3578838, 
441,Euro Kids Pre School Specialist,private,primary,27.73977095,85.3436827, 
442,Guheshwari Boarding High School,private,secondary,27.74143845,85.34418284, 
443,National United School,private,secondary,27.76079095,85.35146575, 
444,Shreyai Balsansar,private,kindergarten,27.74601946,85.34809428, 
445,Manjari Secondary School,private,secondary,27.753351,85.34677044, 
446,National Academy,private,secondary,27.6866899,85.32757123, 
447,Mini Montessori,private,kindergarten,27.69097236,85.33222779, 
448,Bal Bikash Secondary School,private,secondary,27.67072298,85.44244257, 
449,Khwopring Academy,private,secondary,27.6708153,85.44063923, 
450,Lisha English Secondary School,private,secondary,27.67210395,85.43979789, 
451,Saraswoti Vidyagriha,government,secondary,27.67557011,85.43662318, 
452,Shree Bhim Adarsha Lower Secondary School,government,lower_secondary,27.66922791,85.43973976, 
453,Araniko Secondary Boarding School,private,secondary,27.69731598,85.3096325, 
454,Deep High School,private,secondary,27.69643733,85.31015606, 
455,Dewy Dawn High School,private,secondary,27.69819966,85.3103124, 
456,Apex Boarding School,private,secondary,27.662772,85.42573914, 
457,Jyoti Gyan Academy Secondary School,private,secondary,27.66166792,85.42659653, 
458,Adarsha Jyoti,private,primary,27.66455309,85.42433688, 
459,Balbodh Shanti School,government,lower_secondary,27.6738303,85.43055098, 
460,Laliguras School,private,kindergarten,27.66438845,85.42396051, 
461,Moonshine,private,primary,27.66050442,85.44722937, 
462,Shishu Shayar Kendra,community,kindergarten,27.67458355,85.43167653, 
463,Communicative English School,private,secondary,27.6679075,85.4382449, 
464,Shree Chandeswori Lower Secondary School,government,lower_secondary,27.66860082,85.43378903, 
465,Shree Ganesh Lower Secondary School,government,lower_secondary,27.66981623,85.42264261, 
466,Gyan Jyoti Academy,private,secondary,27.74335892,85.34055966, 
467,Modern Educare Montessori Based School,private,primary,27.74622707,85.34134221, 
468,Hopes and Dreams Montessori,private,primary,27.74365511,85.34091954, 
469,Sawal Dyola Primary School,government,primary,27.69661596,85.30697037, 
470,Sunshine Secondary Boarding School,private,secondary,27.69102808,85.3330392, 
471,Shree Brahmayani Pra V,government,primary,27.67363702,85.43664414, 
472,Azad Lower Secondary School,government,lower_secondary,27.6977535,85.3085256, 
473,Kumari English Boarding School,private,secondary,27.70096661,85.30483168, 
474,Doleshwor School,government,lower_secondary,27.63886819,85.43765266, 
475,Shree Shanti Niketan School,government,secondary,27.64342912,85.43295654, 
476,Neric Academy,private,secondary,27.68066383,85.33337557, 
477,The Chandbagh School Pipalbot,private,secondary,27.74146077,85.3437651, 
478,Pine Ridge Academy,private,lower_secondary,27.72694218,85.32617372, 
479,Saraswoti Lower Secondary School,government,lower_secondary,27.63171377,85.45713523, 
480,Jagriti Lower Secondary School,government,lower_secondary,27.6183107,85.46031046, 
481,Bal Ganesh English School,private,primary,27.64356303,85.46413864, 
482,Geniune Secondary School,private,secondary,27.67705228,85.43429879, 
483,Himalayan English Secondary School,private,secondary,27.6787532,85.43521675, 
484,Manakamana English Secondary School,private,secondary,27.67810241,85.43752673, 
485,Happy Home Kinder World,private,kindergarten,27.72323905,85.37900795, 
486,Pancha Kanya School,government,primary,27.64293605,85.46642157, 
487,Rosham English Boarding School,private,secondary,27.66405011,85.42074906, 
488,Shree Bhubaneshwori Secondary School,government,secondary,27.64925393,85.45100208, 
489,Shree Ram Lower Secondary School,government,lower_secondary,27.64553447,85.45897349, 
490,Chandra Tara School,private,primary,27.72370853,85.32399339, 
491,Redhon Montessori Pre-School,private,kindergarten,27.72817584,85.3140994, 
492,Redhon School,private,secondary,27.72781923,85.31370122, 
493,Sunrise Boarding School,private,secondary,27.72615769,85.32523342, 
494,Marie Gold Boarding School,private,primary,27.69355061,85.33273328, 
495,Gundu English Secondary School,private,secondary,27.66319155,85.4242754, 
496,Student Academy School,private,secondary,27.66523292,85.41996378, 
497,Wings Montessori,private,kindergarten,27.6648306,85.4194566, 
498,Little Garden English School,private,secondary,27.65816915,85.41216772, 
499,Springdale School,private,secondary,27.662744,85.41651125, 
500,East Point English Secondary School,private,secondary,27.67951591,85.44319565, 
501,Kalika Secondary School,private,secondary,27.67864165,85.44345473, 
502,Neologian Academy,private,secondary,27.67732709,85.44076823, 
503,Nyatapole English Secondary School,private,secondary,27.67902054,85.4417231, 
504,National Model Science School,private,secondary,27.73738883,85.31340564, 
505,Kathmandu Xavier Public School,private,secondary,27.69402868,85.33582613, 
506,Future Star English School,private,secondary,27.67073278,85.42447493, 
507,Kanya Co-education Secondary School,government,secondary,27.67109715,85.42506468, 
508,Care Kinder World,private,kindergarten,27.67752627,85.43398986, 
509,Amrit Secondary Boarding School,private,secondary,27.72630534,85.30662664, 
510,Aradhana Academy,private,secondary,27.73122178,85.31048531, 
511,Basanta Ritu English Boarding School,private,secondary,27.72683368,85.31670501, 
512,Gandaki Public Boarding School,private,secondary,27.72535144,85.30807539, 
513,Marshyangdi Boarding High School,private,secondary,27.72632565,85.30791126, 
514,Mother International Academy,private,lower_secondary,27.72588698,85.31237633, 
515,Navodit Vidya Kunja Higher Secondary School,private,secondary,27.72522679,85.31289524, 
516,The Imperial Academy,private,secondary,27.72979493,85.31078521, 
517,Vijaya Secondary Boarding School,private,secondary,27.72744801,85.31087478, 
518,White Haven Academy,private,secondary,27.73354642,85.31065726, 
519,Dibya Deep Secondary School,private,secondary,27.67199877,85.35815324, 
520,Unique Nepal Academy,private,secondary,27.67395574,85.35777144, 
521,Tri Star English Secondary School,private,secondary,27.67566438,85.3607822, 
522,Vision Montessori,private,kindergarten,27.67514538,85.3590454, 
523,International Kindergarten,private,kindergarten,27.69501193,85.33650387, 
524,Parijat Vidya Punja,private,lower_secondary,27.69502692,85.33564428, 
